product_id,timestamp,product_type,line_id,shift,supplier_grade,inspection_method,machine_temperature_c,vibration_mm_s,humidity_pct,pressure_bar,conveyor_speed_m_min,material_batch_age_days,operator_experience_months,maintenance_days_since,inspection_score,surface_roughness_um,defect_risk
PRD-01114,2026-02-16 09:00:00,gear,line_2,evening,C,camera,90.21546720824023,2.719845147887418,60.59896995199909,6.924014178911531,34.01294504458019,52,29,77,71.82913601454196,1.8265378939813182,High
PRD-01115,2026-02-16 10:00:00,gear,line_1,evening,C,camera,86.38249823817027,4.45448536788912,56.77684295393832,7.034666597280943,33.90804609138102,19,37,31,81.40864899229383,3.531532350820134,Low
PRD-01116,2026-02-16 11:00:00,gear,line_2,night,C,camera,68.04558905849434,4.474398718660077,59.532704845842886,7.260811566374215,29.639665888033917,76,109,67,83.07308421504892,4.016144761159872,High
PRD-01117,2026-02-16 12:00:00,motor,line_2,night,C,ultrasound,90.29877055802629,3.2936060174817285,51.80771997475517,3.9109683726060247,25.998107003188423,33,84,3,73.04621615250304,2.0382549668447476,Medium
PRD-01118,2026-02-16 13:00:00,valve,line_3,evening,B,visual,102.0277421480128,2.9885937109211773,54.54205119172037,5.6344281431746275,28.434097392942835,6,32,66,92.68283319206832,1.8828699226009362,Low
PRD-01119,2026-02-16 14:00:00,motor,line_1,evening,A,camera,64.19571258056781,4.900696512134839,38.34436768358751,7.191720984733953,29.940734830158018,79,16,77,77.44155691157383,3.6218023395532803,Medium
PRD-01120,2026-02-16 15:00:00,motor,line_2,evening,A,visual,75.11435180782301,3.068061602224104,51.90601870017918,4.891641956834443,33.55308484678013,77,37,75,81.71131720588856,3.7333868666509877,Low
PRD-01121,2026-02-16 16:00:00,valve,line_1,evening,C,ultrasound,62.21178329078715,4.395118669428538,69.07910412613418,7.463121092618008,31.282320310445723,20,36,7,83.73779557395554,3.7170516139100913,Medium
PRD-01122,2026-02-16 17:00:00,assembly,line_1,morning,B,camera,84.39756463407332,3.3357881901702817,56.18700221829677,8.172453138165931,32.151630167991456,62,86,27,100.0,2.748380212884886,Low
PRD-01123,2026-02-16 18:00:00,valve,line_1,morning,A,visual,92.92308989289083,2.2429606627556,55.85391821889289,7.429505183350993,31.39731563791398,38,17,7,91.61997628371466,2.028572234897783,Low
PRD-01124,2026-02-16 19:00:00,valve,line_3,evening,B,visual,85.84400599837024,5.434774568028443,62.988832761194246,6.793908488523858,33.38487606015137,47,9,8,88.11682707602758,3.1637473015602375,Low
PRD-01125,2026-02-16 20:00:00,gear,line_3,morning,B,visual,96.13596558490136,3.6440766748777715,57.86260332497902,5.462992527164582,29.198356069915313,28,15,42,78.68930187276706,2.1748727470536213,Low
PRD-01126,2026-02-16 21:00:00,gear,line_2,evening,B,visual,91.64440232264107,2.6471072241343,48.70812956594724,6.337961764497447,30.659559842295945,29,102,85,84.80409611013087,2.1274795482910083,Low
PRD-01127,2026-02-16 22:00:00,motor,line_2,night,C,ultrasound,98.61717858801741,1.8310331986697552,55.18926009752259,4.384686421535252,30.113500248265268,45,42,26,85.57834503508057,2.5838586360328937,High
PRD-01128,2026-02-16 23:00:00,gear,line_1,morning,B,visual,94.28168614485676,1.9519990421157998,45.91824700257188,5.062667202489893,28.248177457810993,37,62,61,81.7687119279357,2.4590414192083543,Low
PRD-01129,2026-02-17 00:00:00,motor,line_1,evening,C,camera,81.77645545112397,3.052506315086479,56.46889736496227,5.147035820986235,34.046829231520135,47,119,20,89.18570152141639,2.0360473686182954,Medium
PRD-01130,2026-02-17 01:00:00,motor,line_1,night,B,visual,85.53381164987871,5.810154660240311,48.29800038076847,6.074367088759137,33.96256789607802,21,36,79,100.0,1.5919504086732186,Medium
PRD-01131,2026-02-17 02:00:00,valve,line_1,evening,B,manual,78.05058467615221,2.798405745590909,62.42635689626995,5.529387281486051,34.823155215932,11,15,87,73.67457488013437,2.282620728193468,Low
PRD-01132,2026-02-17 03:00:00,gear,line_2,morning,C,camera,83.15475064905561,5.236945798815445,50.918075025829374,6.313919947944077,26.945202176254266,63,6,79,85.10394653008035,1.9403020953008494,High
PRD-01133,2026-02-17 04:00:00,motor,line_2,morning,C,ultrasound,85.49465337614495,3.343083597676299,48.40236872692364,7.05339218985271,31.40323660431012,31,15,51,84.93336571532944,1.3604954867526768,Medium
PRD-01134,2026-02-17 05:00:00,motor,line_1,evening,A,visual,84.32074141171717,2.0826195306779813,54.09734409350817,5.1483269485544865,34.369468177668374,40,50,74,80.22208559624552,2.5902336988649215,Low
PRD-01135,2026-02-17 06:00:00,gear,line_1,evening,A,visual,95.73802821042888,2.9321465738595247,57.923134553037706,6.178321311524462,36.01158569301694,23,110,2,76.97927522806826,2.6108254023002244,Low
PRD-01136,2026-02-17 07:00:00,motor,line_1,morning,B,camera,82.35865549994536,1.9628144915150683,45.341344025281266,5.500837212218476,23.965473672505702,19,15,30,76.5911407261011,3.0548712406261376,Low
PRD-01137,2026-02-17 08:00:00,valve,line_1,morning,B,manual,77.54330869154114,2.472837857643375,50.829867221411305,6.228194992388618,29.988455279441748,74,89,17,98.81068333318689,2.581684141204956,Low
PRD-01138,2026-02-17 09:00:00,gear,line_3,night,B,visual,78.0431117207745,2.4371023257488993,55.841298445547224,6.823407117854183,29.243135104662816,61,95,67,83.18908244905997,2.416018400428639,Low
PRD-01139,2026-02-17 10:00:00,gear,line_2,evening,C,camera,90.24080217298025,1.2154353590224805,65.70694839629222,7.105482949010654,36.363362277640796,73,35,72,89.59944502414547,3.045840677632776,Medium
PRD-01140,2026-02-17 11:00:00,gear,line_3,night,A,camera,73.774892735288,5.315355282577672,34.7702738856498,6.804364943151646,21.162600727709375,57,25,43,79.90097397479838,2.584605804470776,Low
PRD-01141,2026-02-17 12:00:00,valve,line_1,evening,B,visual,83.39051063879266,3.753220436266738,59.921305629465905,6.4967827547147925,25.810733490546852,73,69,49,85.24730022041439,2.6948796139233866,Low
PRD-01142,2026-02-17 13:00:00,motor,line_1,night,A,camera,95.62000196364338,2.6764659132582778,51.93147548475114,4.295744072376564,35.73213048038547,6,34,4,85.87407394202663,2.9082696681803704,Medium
PRD-01143,2026-02-17 14:00:00,gear,line_1,morning,C,camera,87.34078756592665,3.766109295720067,51.04311722483465,4.702480884544933,28.12112037916223,22,57,88,80.20665929567316,2.0115348415722836,Medium
PRD-01144,2026-02-17 15:00:00,gear,line_3,evening,C,visual,84.40315688704996,2.4974235276295262,49.55098431891393,5.010986064239411,24.79416048122786,36,5,29,83.97980051143547,3.2355450835056807,Medium
PRD-01145,2026-02-17 16:00:00,motor,line_2,morning,B,visual,84.71271677089256,0.29472564155629355,52.08883533092595,6.43034424816903,36.04814856612862,33,14,72,91.62852985351836,2.4958927130117528,Low
PRD-01146,2026-02-17 17:00:00,valve,line_1,evening,A,visual,76.76348326218262,7.04802995987186,59.966537607295955,4.450794105131353,24.27274121109825,53,58,34,73.6544861620813,2.380780905802827,Low
PRD-01147,2026-02-17 18:00:00,valve,line_2,evening,B,ultrasound,78.14292231652367,3.7275198520124713,50.7057082307578,6.405026793801429,34.08814422262499,88,70,9,83.69307315012824,3.2259439186495347,Low
PRD-01148,2026-02-17 19:00:00,gear,line_1,morning,B,visual,83.43854661668338,2.793184352822282,68.26873612650898,6.317363108559179,23.75897548196481,87,35,58,86.29211527953179,2.0852367697779077,Low
PRD-01149,2026-02-17 20:00:00,valve,line_2,night,B,manual,87.17018424087435,1.1793022259870805,59.99093427433924,3.6771730733763786,24.22987475971849,84,34,81,87.98800295025553,2.1476146674074355,Low
PRD-01150,2026-02-17 21:00:00,valve,line_3,night,C,camera,92.58520009441689,1.707020245828928,56.58377700122296,4.694876613878938,30.800565291918307,79,19,74,89.19913387350574,2.863257900693319,Medium
PRD-01151,2026-02-17 22:00:00,valve,line_2,morning,C,visual,85.74048493737148,5.485390315465887,53.67155105746701,7.2526506898281,26.606763799078287,64,54,24,87.43132025541729,2.6428132911186606,Low
PRD-01152,2026-02-17 23:00:00,valve,line_2,evening,B,manual,95.82219340603399,5.3023262585581605,64.51883363062481,6.836890978073896,31.089340267047167,32,75,56,90.95887572606013,5.132104574928455,Medium
PRD-01153,2026-02-18 00:00:00,gear,line_1,morning,B,visual,97.8415841216762,4.4038580431987375,65.68815749406652,4.979527203366079,37.20817963313994,31,7,86,78.95875192212326,3.302135601598843,Medium
PRD-01154,2026-02-18 01:00:00,gear,line_1,evening,A,visual,91.36213769985763,2.1619075539082235,45.70894282196605,4.75816681750266,29.37994443694546,85,23,81,92.93918110270197,0.5858075337486386,Low
PRD-01155,2026-02-18 02:00:00,gear,line_1,night,B,camera,94.79985126444707,5.311968785572413,49.38481515680728,3.059583977905704,36.511149281575925,12,5,61,82.92710069270785,2.7245592992890835,High
PRD-01156,2026-02-18 03:00:00,valve,line_1,morning,B,visual,77.07429182889524,4.039739141533223,60.07704165113622,7.765557225265578,31.297167017283044,76,119,73,88.55150722404854,1.025121783606819,Low
PRD-01157,2026-02-18 04:00:00,motor,line_2,night,B,visual,75.8064085224955,4.285909338021841,62.49344755555218,6.049265242117254,33.82348969769615,27,105,79,72.1823274540506,2.1680631242976967,Low
PRD-01158,2026-02-18 05:00:00,valve,line_2,morning,A,visual,89.14378701032132,4.035405133331896,52.59727561352585,8.260468866414241,20.58706869085278,36,69,63,86.97288281702427,2.6408243701107375,Low
PRD-01159,2026-02-18 06:00:00,valve,line_1,evening,A,manual,74.27032150506362,1.6916153784486756,49.06044112229998,5.769994695633292,32.54521878539539,19,39,42,83.15677731944801,2.1314243517002596,Low
PRD-01160,2026-02-18 07:00:00,motor,line_3,evening,A,camera,82.67702524787254,2.062206859103735,55.62890100773235,6.3391071586675025,31.93105434186358,72,110,17,79.74506530623152,0.7469905607346083,Low
PRD-01161,2026-02-18 08:00:00,valve,line_1,morning,B,camera,91.16953524263792,2.8877382003099656,66.81354744596787,7.069558165714315,28.55972299205698,44,37,71,91.70730131190024,2.5474192390651025,Low
PRD-01162,2026-02-18 09:00:00,motor,line_1,morning,B,camera,96.30698339748166,4.272367649039736,55.32827408041714,7.966611223417091,37.582123624861026,61,35,66,83.6832688013833,2.0499308848190343,Low
PRD-01163,2026-02-18 10:00:00,motor,line_1,night,B,visual,82.96627479769548,1.8434815013082246,44.88847384139895,6.601225990181309,28.027166462720796,51,56,48,83.51233864816241,3.013348062161624,Low
PRD-01164,2026-02-18 11:00:00,valve,line_1,evening,B,camera,79.80044563753847,3.289584302066971,55.876665820619365,6.002888661525951,23.56450311257868,14,5,70,71.28546161991706,0.9824942598952706,High
PRD-01165,2026-02-18 12:00:00,motor,line_1,morning,B,visual,87.56369297209265,3.288068587804339,61.26198456983883,6.033549193338437,33.127828174986966,60,50,33,76.85445181158805,1.9180840221740443,Low
PRD-01166,2026-02-18 13:00:00,valve,line_1,evening,C,ultrasound,76.41165245180889,4.451287627193093,54.18898150920194,4.744997277351678,24.305294750260053,56,20,38,83.38001252082215,3.1517097045093685,Low
PRD-01167,2026-02-18 14:00:00,valve,line_1,morning,B,ultrasound,83.61377081365258,4.309605842729194,65.06533449987128,5.5417405597612195,30.306347229255362,67,5,1,76.94249252070288,0.7160754478766744,Low
PRD-01168,2026-02-18 15:00:00,gear,line_3,morning,C,camera,84.93599961378975,2.28772888513744,61.926792284139886,6.061463381538108,35.359457051668336,55,95,55,92.88977332090948,2.881103060566653,Low
PRD-01169,2026-02-18 16:00:00,motor,line_1,evening,B,visual,84.77612805863365,5.2360234033847615,54.50592861042916,7.6582726501221146,31.993913258400017,83,103,55,79.79945992908621,1.876647624884726,Low
PRD-01170,2026-02-18 17:00:00,motor,line_1,morning,B,visual,85.70802779054306,2.1041122054996517,55.34515215712369,5.483948167822389,29.01044727183927,74,7,10,74.76939005868559,2.3128924590323083,Medium
PRD-01171,2026-02-18 18:00:00,gear,line_1,night,A,manual,78.32388115542287,4.8106873302809,40.26592235853421,7.2751855745685425,28.59549502006042,13,11,55,73.6280166483674,1.5847175294956735,Low
PRD-01172,2026-02-18 19:00:00,assembly,line_2,evening,B,visual,79.18405605905266,2.8398261219819223,64.6818137992973,5.901794386483369,35.06137051465591,45,78,24,80.99990758016885,2.2486963374501707,Low
PRD-01173,2026-02-18 20:00:00,gear,line_1,night,C,camera,79.02306991173904,3.6967111441200466,52.363861210637516,7.492270271498926,25.120340092435896,44,18,72,88.3848592953905,1.6630532242863305,Medium
PRD-01174,2026-02-18 21:00:00,motor,line_3,evening,C,camera,72.03924528643954,3.771184952125166,51.80034608578921,6.812066992767542,33.100220290991984,20,93,28,74.95419303834524,1.519989082322827,Medium
PRD-01175,2026-02-18 22:00:00,gear,line_2,night,C,manual,87.73464257476884,3.7372489288505544,50.60117114778066,6.7310344354216225,38.77443509039081,29,75,51,74.15956236843996,3.147023824383594,Medium
PRD-01176,2026-02-18 23:00:00,gear,line_2,evening,A,visual,92.15725961353604,4.309399038121485,58.65358049992077,7.1745919919946335,32.17374701968287,14,52,46,77.67891609327854,2.3922954930823064,Low
PRD-01177,2026-02-19 00:00:00,valve,line_2,evening,B,camera,91.37048066282829,3.969751397520239,45.970455993898725,6.999791893543151,29.047926483259275,34,59,72,81.4943265777443,2.6932173690185595,Low
PRD-01178,2026-02-19 01:00:00,motor,line_1,night,B,visual,82.90002511631397,4.440378955844646,47.126617746299644,7.27657607484459,29.359738385819274,13,59,29,74.07197406176213,2.5533465486917843,Low
PRD-01179,2026-02-19 02:00:00,valve,line_1,evening,B,ultrasound,78.51195808428889,4.0575439524141625,54.579799186405175,8.558116751088678,28.078478485541996,44,109,19,82.90944405187044,3.5295309453431134,Low
PRD-01180,2026-02-19 03:00:00,gear,line_1,morning,A,ultrasound,90.95451713890151,1.9826536892889874,49.987893347321055,7.940273653618714,27.39581973634786,61,88,79,93.67297916620635,2.805504363688933,Low
PRD-01181,2026-02-19 04:00:00,assembly,line_2,evening,C,camera,90.11138417899642,3.8237588894695853,57.681868586984656,6.559709080997955,30.471102789837563,50,19,5,81.89724980246172,2.912544484932051,Low
PRD-01182,2026-02-19 05:00:00,motor,line_1,night,C,visual,86.73936513949036,2.8233561169936,50.280885765070536,5.469903769555616,32.71793813597331,11,67,49,78.93999564797184,3.0767788709663098,Low
PRD-01183,2026-02-19 06:00:00,gear,line_1,evening,B,camera,98.95449001938618,2.16888502651126,67.7602901150047,6.43970134762899,36.44309396906154,47,59,55,90.38721949190244,1.8129646030020181,Low
PRD-01184,2026-02-19 07:00:00,assembly,line_3,evening,A,camera,84.7885958290635,3.1521921287872403,60.547660054275234,3.688565129209773,22.17384010164709,52,65,46,73.36125668982518,3.9221549486287186,Medium
PRD-01185,2026-02-19 08:00:00,motor,line_1,evening,A,ultrasound,82.94488012860089,3.7198827188421086,60.44708969903159,6.994783935001229,20.243813640993558,80,69,15,85.97971560975509,1.4325897065637232,Low
PRD-01186,2026-02-19 09:00:00,assembly,line_3,night,B,camera,81.80146135140319,3.7996100335853416,50.16030596942954,4.727960166511667,36.52031772837406,61,7,72,82.20105639211431,2.734460199797103,Medium
PRD-01187,2026-02-19 10:00:00,gear,line_2,morning,B,visual,72.51297834815354,4.767229694168321,74.24543739551558,7.346977531169408,30.22854704233371,21,24,39,94.69392204897977,2.730023708704811,Low
PRD-01188,2026-02-19 11:00:00,motor,line_1,evening,C,camera,90.29071971313834,5.068770942765893,51.487911885805374,8.37634684042886,30.43803505141942,29,3,22,91.40578979735066,4.4025278984596055,High
PRD-01189,2026-02-19 12:00:00,motor,line_1,morning,B,ultrasound,84.15611706273779,3.903536996908827,49.289517781679066,4.258878788778109,32.005183154553805,11,49,62,67.33189849020172,2.820913397144251,High
PRD-01190,2026-02-19 13:00:00,valve,line_1,evening,B,manual,89.07944993085437,4.120527652411291,60.65394077564278,5.939634724550896,29.252561272731736,59,51,69,83.5701357303591,1.8827326759991907,Low
PRD-01191,2026-02-19 14:00:00,motor,line_2,evening,B,ultrasound,99.73502401672992,3.6143708398107863,56.56182506352265,4.722704576799083,37.900626355918064,23,6,74,71.05518609370857,1.9921427163617014,High
PRD-01192,2026-02-19 15:00:00,gear,line_2,morning,A,ultrasound,81.87398584076305,4.420670556379502,48.45292552607058,3.9260280432762085,31.96731487049312,85,24,31,90.55491789575535,2.142597038846755,Low
PRD-01193,2026-02-19 16:00:00,motor,line_2,morning,C,ultrasound,66.2959302656676,4.084385766604477,72.56677729670865,5.8724140185553475,28.2095991303969,36,90,37,74.85355811068538,2.5871529880582296,Medium
PRD-01194,2026-02-19 17:00:00,gear,line_3,evening,B,visual,88.84856295608618,3.434614287370635,62.804795985542704,6.762200444518257,28.567269579847693,36,57,23,87.90250761155397,2.6494983387945585,Low
PRD-01195,2026-02-19 18:00:00,motor,line_2,morning,C,visual,86.3348751191414,6.08237908040516,55.03204241014351,6.905280515182853,29.425875862052504,30,34,88,90.63617494304829,2.818816482475105,High
PRD-01196,2026-02-19 19:00:00,valve,line_1,morning,B,camera,79.14036899222944,2.8445799638698173,74.20888104866609,6.1847109750784135,26.89157675300997,76,112,4,68.33685069122409,2.521137799280947,High
PRD-01197,2026-02-19 20:00:00,assembly,line_1,night,B,visual,88.17813068497198,5.245348348050005,61.48624115430602,4.002921532063724,36.75794948188551,26,68,43,93.0515370020326,2.923579319139952,Low
PRD-01198,2026-02-19 21:00:00,assembly,line_3,morning,A,visual,91.288770560835,1.8748484884076755,54.90479224165686,6.148054514943965,30.49583362461832,59,102,38,90.42184156537192,1.5866068671420805,Low
PRD-01199,2026-02-19 22:00:00,valve,line_1,evening,B,visual,77.42712071830762,4.476339843741746,73.25150116141542,4.208942380505356,25.31799759908543,61,71,15,74.09988343000072,1.2140075904870353,Low
PRD-01200,2026-02-19 23:00:00,motor,line_1,night,B,camera,82.58934510877295,5.223882022072205,60.27187786779365,4.287614090330564,31.62080825692299,12,73,11,90.70984589083065,3.38164785101281,Low
PRD-01201,2026-02-20 00:00:00,valve,line_2,morning,B,camera,96.81402983879143,1.2113371147904965,59.92196209856296,4.803816134092129,35.75617193831691,50,102,25,73.00895119357452,1.2271391006396388,Low
PRD-01202,2026-02-20 01:00:00,motor,line_1,morning,B,visual,79.22702247016508,3.666740687666113,51.909218982715984,7.259773429654104,34.243265494889314,9,106,26,88.81423068559027,2.4296754275026347,Low
PRD-01203,2026-02-20 02:00:00,motor,line_3,evening,A,visual,85.53335804331029,4.358496849492853,55.39530788559718,6.654306414817853,26.96075805796756,16,109,39,81.31578515362872,1.8494176153588382,Low
PRD-01204,2026-02-20 03:00:00,motor,line_2,evening,C,visual,64.00471067164892,3.8023563249536796,51.71445603308628,6.38710883745912,25.56371481544553,31,10,56,71.35246323520059,3.9093534891174713,High
PRD-01205,2026-02-20 04:00:00,gear,line_1,night,C,camera,73.14523599134964,3.953787122728356,66.51788596833163,4.964862982995799,35.709289140712144,88,38,51,93.07102875126479,4.008117482256784,Medium
PRD-01206,2026-02-20 05:00:00,valve,line_3,night,A,camera,86.2601399786624,3.663467794851996,42.1246868526603,5.534669539738329,23.50275856876702,15,109,33,93.05259337456624,2.5104080898330037,Low
PRD-01207,2026-02-20 06:00:00,gear,line_1,evening,C,visual,94.82390247668481,2.18690260836609,65.92696346451879,4.355852992611525,31.48367023701093,40,14,20,83.44331851431684,2.2519088073163878,Low
PRD-01208,2026-02-20 07:00:00,gear,line_1,morning,A,visual,74.10376254399199,6.34165471058653,47.98125977041645,7.637161592270516,27.72589881282815,56,30,52,82.1685459317221,2.2982966888266314,Low
PRD-01209,2026-02-20 08:00:00,motor,line_1,morning,B,camera,85.59651249648397,2.895754564021041,54.5366303746919,8.636709609084349,35.25457218347988,6,4,34,78.99203443630195,2.654607076449212,Medium
PRD-01210,2026-02-20 09:00:00,assembly,line_1,morning,B,camera,81.99425672757026,4.020993486534686,52.63826889740616,6.6679180968877505,25.781063088808956,78,113,45,86.14917092854887,3.1842136979253626,Low
PRD-01211,2026-02-20 10:00:00,gear,line_1,morning,C,ultrasound,92.62470443993995,2.7237923874974874,50.83878010803834,6.878105053212433,26.81412424091537,75,80,76,85.06627510435601,5.194272931105463,High
PRD-01212,2026-02-20 11:00:00,gear,line_1,evening,A,visual,75.25757355741932,0.7689641719751621,60.51827318508394,5.809247832946356,32.46811398747802,16,21,4,93.44772046263436,1.6529770354022957,Low
PRD-01213,2026-02-20 12:00:00,motor,line_1,evening,B,visual,88.44062118693988,2.390584551501237,54.958486293369525,4.056657163609963,33.18206345710722,59,87,13,83.57651738196374,2.693590078084053,Low
PRD-01214,2026-02-20 13:00:00,valve,line_1,morning,B,visual,79.77047450402995,1.7628719692698345,49.65840991880891,4.987242251247369,35.438387202018525,84,96,59,92.4989420740239,2.376253339819575,Low
PRD-01215,2026-02-20 14:00:00,gear,line_2,night,B,visual,86.7843041986118,4.809881047069387,56.23196424142235,5.441538541279793,31.891708547078466,35,51,67,68.04677809740612,2.083563569431064,High
PRD-01216,2026-02-20 15:00:00,motor,line_3,morning,B,camera,85.55144841846779,2.771758380746654,49.431306186667925,5.537692787384694,31.39793843045069,36,114,53,88.07833785233288,2.152038064412466,Low
PRD-01217,2026-02-20 16:00:00,motor,line_1,evening,A,visual,82.98576740685905,2.8830903929840446,50.69779600798862,5.26152764571566,34.19646455717554,68,39,17,83.33475640819677,2.411311475838755,Low
PRD-01218,2026-02-20 17:00:00,gear,line_1,evening,B,manual,88.82249477015507,2.222803144875517,43.02189528768956,6.05730397028588,24.51756288777684,63,54,71,84.69236379975648,2.6573268234766014,Low
PRD-01219,2026-02-20 18:00:00,gear,line_1,evening,C,manual,85.34922187442369,3.612842478458123,51.39752805212189,4.979797093761581,26.481394406556195,29,87,45,95.6385347640723,2.800405537667257,Low
PRD-01220,2026-02-20 19:00:00,motor,line_1,evening,C,visual,83.93754958338644,2.640249780366463,58.95363621115627,8.601268944743554,24.85281380246234,73,94,47,90.30341363962759,2.8995864189823424,Low
PRD-01221,2026-02-20 20:00:00,assembly,line_2,morning,C,ultrasound,82.14866772781805,4.6908256774961465,55.2969993436643,4.361551182004497,19.25724716781847,72,62,78,79.37254167013754,1.3774036224067532,Medium
PRD-01222,2026-02-20 21:00:00,motor,line_2,evening,B,visual,85.62078711796269,3.862447187706993,69.52050935178514,7.064771452827061,33.368630950204995,48,99,26,75.60791697727873,1.9612571213227854,Low
PRD-01223,2026-02-20 22:00:00,gear,line_1,evening,B,visual,86.77634838516857,2.8138090571306624,75.90253978977044,5.685774347805735,35.71874046158999,47,44,31,67.62752406890098,2.9339092455370652,High
PRD-01224,2026-02-20 23:00:00,assembly,line_1,night,B,visual,77.08686335935504,4.520279662204423,51.28625282943422,6.555357714314218,32.2239798575075,19,9,31,85.37764898559456,3.6514246338184595,Low
PRD-01225,2026-02-21 00:00:00,gear,line_1,evening,A,camera,82.204230096661,3.5095286276278856,48.33345793836569,6.60973784061315,31.52029656199861,17,44,80,91.22444765636158,2.88163809128068,Low
PRD-01226,2026-02-21 01:00:00,gear,line_2,evening,C,manual,76.55851244295062,3.525796286827941,64.03853237087155,6.188451876144787,30.33984975363742,73,59,60,91.51058218477007,2.2598554552267958,Low
PRD-01227,2026-02-21 02:00:00,motor,line_1,evening,A,ultrasound,84.68123661775371,1.7448381155216892,57.681665936260366,4.639955102880451,30.220575383883247,74,18,1,78.9732198618221,2.8785640305197915,Low
PRD-01228,2026-02-21 03:00:00,motor,line_3,night,C,camera,80.26134236116778,3.4146966406576236,64.08699421611979,5.601552299555889,36.78089372710897,49,103,46,91.38143671005301,2.7043988878604486,Medium
PRD-01229,2026-02-21 04:00:00,assembly,line_2,morning,A,camera,91.16626518385004,3.885853567181598,58.19064584963608,6.2029143266392115,36.196739863518346,29,117,34,91.52947594964722,1.6616558576023053,Low
PRD-01230,2026-02-21 05:00:00,gear,line_1,evening,C,visual,90.38181582205351,5.100280186638014,53.4451372265938,6.127720602340943,27.65987769458826,29,27,54,89.24463002367126,2.3590068146257313,Low
PRD-01231,2026-02-21 06:00:00,valve,line_2,evening,A,ultrasound,77.61801149148505,2.597727644116013,53.49051961424977,4.7722416302615684,34.43520937060106,14,40,59,82.39369602559289,2.637696710122953,Low
PRD-01232,2026-02-21 07:00:00,motor,line_3,evening,A,camera,84.9815412368122,6.233730348062613,58.4622142269284,7.54945495084988,34.91770987812918,66,46,41,81.6604151127679,3.075727767423973,Low
PRD-01233,2026-02-21 08:00:00,motor,line_2,morning,B,visual,90.10813263398691,4.168241980194783,53.31108883428112,3.007711888898783,32.601573318982545,16,40,51,86.01277024535477,3.6374197386559004,Low
PRD-01234,2026-02-21 09:00:00,motor,line_1,evening,A,visual,83.59753343868778,1.6767057487594312,64.75600994558296,5.699850134682435,31.550322851131547,71,108,5,87.11710248152922,3.9315971940701298,Medium
PRD-01235,2026-02-21 10:00:00,gear,line_1,morning,B,visual,79.17425980155564,2.4857622630973326,44.58130208399044,4.894417493777258,31.41309181395295,33,108,88,78.44073865323675,1.1629275283646814,Low
PRD-01236,2026-02-21 11:00:00,motor,line_3,evening,B,camera,76.26077177564163,5.205198997060183,64.71314908848878,6.218598499631031,24.071942553723638,47,47,10,79.28641134316186,2.349310117174885,Low
PRD-01237,2026-02-21 12:00:00,valve,line_2,evening,A,visual,91.8341404926269,4.991874971554873,40.012794016671705,7.220071027205312,23.717266617437453,41,117,38,84.01753241287398,3.6966645389859045,Low
PRD-01238,2026-02-21 13:00:00,gear,line_2,night,C,camera,92.22170518627976,3.5217121778726033,56.16081829088978,4.311637186587506,33.13316555124144,73,32,35,77.3609461460616,3.11869888224011,Low
PRD-01239,2026-02-21 14:00:00,assembly,line_3,evening,B,ultrasound,83.33641920900762,3.6799012436694225,52.35165815501161,8.824326278746135,25.59848286628682,15,83,66,78.1873243816635,3.157678236378814,Low
PRD-01240,2026-02-21 15:00:00,motor,line_3,morning,B,ultrasound,91.12910067621343,2.1024676715288346,42.869154370790554,6.2422183643494344,24.44285853456528,44,18,19,68.80102800930673,1.9169479974988035,Medium
PRD-01241,2026-02-21 16:00:00,valve,line_3,morning,B,visual,61.27831576091727,5.08573128828241,38.5198446665701,6.458068788114562,21.69811798524266,67,6,38,74.4319835886287,1.9483096380795368,Low
PRD-01242,2026-02-21 17:00:00,valve,line_1,night,B,ultrasound,95.6204372056739,2.3146794958706396,46.219882639158655,4.272294797583104,28.09717175307174,26,96,53,87.58332430978582,3.0271394972659706,Medium
PRD-01243,2026-02-21 18:00:00,valve,line_2,morning,B,camera,83.74444155778257,4.5136893333481005,55.365474612482714,5.944119373999829,31.49734470685012,19,86,50,89.55290165855286,2.1172867232695047,Low
PRD-01244,2026-02-21 19:00:00,valve,line_2,evening,A,ultrasound,86.13421248639591,5.122450842398165,50.18252696976225,7.166009785821471,31.819683253255576,13,37,78,81.70560502883474,1.5918040022504396,Medium
PRD-01245,2026-02-21 20:00:00,valve,line_2,morning,B,ultrasound,82.43585821067225,3.5577866650634107,46.67240879063058,6.251905886662413,33.402380430236406,74,63,34,87.93083433535135,2.5814568099968027,Low
PRD-01246,2026-02-21 21:00:00,gear,line_2,evening,B,manual,96.16565985494005,4.661133639346638,65.81824866337908,6.1682346884723005,28.434005307226826,68,7,4,65.26575330285625,2.345444527479341,Medium
PRD-01247,2026-02-21 22:00:00,motor,line_1,evening,B,manual,76.51414700835574,5.717167649630833,45.14252257657151,5.937768517585934,30.42911645167384,10,111,61,85.21046745333513,3.194995160898954,Medium
PRD-01248,2026-02-21 23:00:00,motor,line_2,morning,B,camera,96.79568261285469,3.8215625590528854,60.43293865239557,4.3463998900038945,33.383272220893275,47,80,89,71.05580233119288,2.8289876077686804,Medium
PRD-01249,2026-02-22 00:00:00,assembly,line_2,morning,B,camera,88.1701673675609,3.2896378202816643,47.88802393294236,4.339549594723856,31.855912119305025,24,43,70,75.70043233772478,4.047534979704341,Medium
